Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
00272660283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;05/03/1962;MICHELETTO S.A.S. DI MICHELETTO  SEVERINO & C.;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/5747139;PRODUZIONE DI MANUFATTI IN CEMENTO PER L'EDILIZIA E PER PAVIMENTAZIONE ARREDO URBANO (DAL 14.02.1962) AUTOTRASPORTO DI COSE PER CONTO DI TERZI (DAL 28.9.1962);23.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA DESMAN, 4, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.michelettopavimenti.it/;visitatori, fornire, annunci, micheletto, aiutano, necessari, prestazioni, prestazione, analitica, classificati, funzionale, checkbox, cookielawinfo, stonetech, spintech, mob, syncronia, marketing, rifiutare, consent, liberamente, numero, analitici, puoi, frequenza, fornire visitatori, aiutano fornire, cookielawinfo checkbox, chiave prestazioni, rimbalzo fonte;True;it, en, de;https://www.facebook.com/Michelettopavimentazioni/;;https://www.linkedin.com/company/micheletto-pavimentazioni?trk=tyah&trkInfo=tarId:1416815968943,tas:MICHELETTO,idx:2-1-7;;https://www.pinterest.it/michelettopavimentazioni/;https://www.instagram.com/micheletto_pavimenti_esterni/
00794880286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;10/08/1978;MI.COMP. SRL;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/9330069;FABBRICAZIONE DI ALTRI COMPONENTI ELETTRONICI (ULTERIORI SPECIFICHE: FABBRICAZIONE DI CONNETTORI ELETTRONICI) (DAL 01.04.2015);26.11.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGO I STRADA, 14, 35010 SAN GIORGIO DELLE PERTICHE PD;http://www.micomp.it/;comp, parti, prestazione, tecnici, prodotti, etico, codice, lavorazioni, performance, profilazione, servono, migliorare, statistici, connettori, terminali, elettronica, micomp, nota, veicolare, raccoglie, ricevute, scrollando, raccolte, norme, pubbliche, codice etico, tecnici prestazione, prestazione performance, gestore ottenere, piovego strada;True;it, en;;;;;;
05134450286;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/04/2018;MIRINOX SNC DI JIGLAU MARIAN E C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;LAVORI DI MECCANICA GENERALE (SALDATURA E ASSEMBLAGGIO) - SVOLTA PRESSO L'UL;25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA PALLADIO, 7/A, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05134450286;UL;SOCIETA' IN NOME COLLETTIVO;;23/04/2018;MIRINOX SNC DI JIGLAU MARIAN E C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;LAVORI DI MECCANICA GENERALE (SALDATURA E ASSEMBLAGGIO) (DAL 23/04/2018);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 230/II, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04133250284;SEDE;IMPRESA INDIVIDUALE;;28/08/2006;M.R.A. DI BUSO ORNELLO;35010;SAN GIORGIO DELLE PERTICHE;0-2;; MANUTENZIONE E RIPARAZIONE DI MACCHINARI INDUSTRIALI E ARTIGIANALI PER LE INDUSTRIE ALIMENTARI E MANIFATTURIERE, MONTAGGIO E ADATTAMENTO INFERRIATE E INFISSI METALLICI (DAL 01.08.2006);28.93;Industrie meccaniche, metallurgiche ed elettroniche;VIA CAVINI, 4/A, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01340380284;SEDE;SOCIETA' IN NOME COLLETTIVO;;23/02/1987;MY MARKET LA TORRE S.N.C. DI ALBERTO PETRIN & C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;049/930202;PANIFICIO E PRODUZIONE, PASTICCERIA FRESCA E DOLCI (DAL 1.3.1987), COMMERCIO AL MINUTO DI GENERI ALIMENTARI - DOLCIUMI - DROGHERIA - PROFUMERIA (DAL 1.7.1992) LOCAZIONE DI BENI IMMOBILI PROPRI (DAL 5.2.2001).;10.71.1;Industrie alimentari, delle bevande e del tabacco;VIA CANONICA, 3, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03386340248;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/02/2019;NES SERVICE S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;FABBRICAZIONE DI STRUTTURE E PARTI ASSEMBLATE MECCANICHE;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 44, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03286430289;SEDE;SOCIETA' IN NOME COLLETTIVO;;30/12/1997;NEW LINE IMBOTTITI S.N.C. DI COLETTO GIANNI E GALLO REMO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/9344088;PRODUZIONE, LAVORAZIONE, ASSEMBLAGGIO, CONFEZIONAMENTO DI IMBOTTITI NONCHE' LE RIPARAZIONI DI TALI PRODOTTI PRESSO IL COMMITTENTE PRIVATO O AZIENDA (DAL 02.02.1998);31.09.3;Industrie del legno, dell'arredo e della carta;VIA CAVINATI, 24, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04747940288;SEDE;IMPRESA INDIVIDUALE;;09/08/2013;NIVIL DI SACCON NICOLA;35010;SAN GIORGIO DELLE PERTICHE;0-2;;FABBRICAZIONE E RIPARAZIONE DI ARTICOLI DA VIAGGIO, VALIGIE, BORSE E PELLETTERIA IN GENERE;15.12.09;Industrie tessili e di abbigliamento;VIA SIGNORIA, 43, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02319070286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;24/05/1989;NOVA FUNGHI S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;50-249;;LAVORAZIONE E TRASFORMAZIONE PRODOTTI ALIMENTARI (DAL 26.09.1989);10.39;Industrie alimentari, delle bevande e del tabacco;VIA ROMA, 4, 35010 SAN GIORGIO DELLE PERTICHE PD;https://novafunghi.it/;funghi, netto, peso, champignons, trifolati, nova, prodotti, ricette, salsiamo, food, service, affettati, arrow, packaging, consumer, naturale, private, label, academy, giorgio, certificazioni, pertiche, roma, porcini, olio, peso netto, champignons funghi, funghi trifolati, nova funghi, food service;True;it, en;https://www.facebook.com/novafunghi;;https://www.linkedin.com/company/nova-funghi/about/;https://www.youtube.com/channel/UChUe2HVquC0bQ09eXobnIBA;;https://www.instagram.com/novafunghi/
02319070286;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;03/10/2011;NOVA FUNGHI S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;50-249;;VENDITA DI PRODOTTI DI PROPRIA PRODUZIONE EFFETTUATA NEI LOCALI ATTIGUI ALLA PRODUZIONE (DAL 24/01/2020);10.39;Industrie alimentari, delle bevande e del tabacco;VIA EUROPA, 33, 35010 SAN GIORGIO DELLE PERTICHE PD;https://novafunghi.it/;funghi, netto, peso, champignons, trifolati, nova, prodotti, ricette, salsiamo, food, service, affettati, arrow, packaging, consumer, naturale, private, label, academy, giorgio, certificazioni, pertiche, roma, porcini, olio, peso netto, champignons funghi, funghi trifolati, nova funghi, food service;True;it, en;https://www.facebook.com/novafunghi;;https://www.linkedin.com/company/nova-funghi/about/;https://www.youtube.com/channel/UChUe2HVquC0bQ09eXobnIBA;;https://www.instagram.com/novafunghi/
02319070286;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;05/05/2016;NOVA FUNGHI S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;50-249;;;10.39;Industrie alimentari, delle bevande e del tabacco;VIA MARGARISE, 12, 35010 SAN GIORGIO DELLE PERTICHE PD;https://novafunghi.it/;funghi, netto, peso, champignons, trifolati, nova, prodotti, ricette, salsiamo, food, service, affettati, arrow, packaging, consumer, naturale, private, label, academy, giorgio, certificazioni, pertiche, roma, porcini, olio, peso netto, champignons funghi, funghi trifolati, nova funghi, food service;True;it, en;https://www.facebook.com/novafunghi;;https://www.linkedin.com/company/nova-funghi/about/;https://www.youtube.com/channel/UChUe2HVquC0bQ09eXobnIBA;;https://www.instagram.com/novafunghi/
04377540283;SEDE;IMPRESA INDIVIDUALE;;13/10/2010;OLADUN NICHOLAS OLUFEMI;35010;SAN GIORGIO DELLE PERTICHE;0-2;;COMMERCIO ALL'INGROSSO DI ROTTAMI FERROSI SENZA DEPOSITO (ARTICOLO 4 BIS).;14.19.1;Industrie tessili e di abbigliamento;VIA ROMA, 27, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05124360289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;03/01/2022;OLMAR S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;;;SVILUPPO E PRODUZIONE DI APPARECCHI INNOVATIVI E AD ALTO VALORE TECNOLOGICO PER IL RISCALDAMENTO DELL'AMBIENTE E IL BENESSERE DELLA PERSONA (DAL 03/01/2022);27.51;Industrie meccaniche, metallurgiche ed elettroniche;VIA GIOVANNA MOMI, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;https://olmar1957.it/;olmar, tecnologia, prodotti, olmag, terms, pertiche, giorgio, conditions, headquarters, giovanna, momi, curated, sign, living, cris, categorie, potenza, ral, bagno, purifica, riscalda, materiali, native, watt, funzione, tecnologia olmar, headquarters giovanna, terms conditions, giovanna momi, giorgio pertiche;False;it, en;https://www.facebook.com/olmar1957;;;;;https://www.instagram.com/olmar1957/?hl=it
02116280286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;20/10/1987;OLSAR S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/5542156;LAVORAZIONI MECCANICHE IN GENERE - CARPENTERIA LEGGERA (DAL 13/11/1995);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGO, 103, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.olsar.it/;olsar, lavorazioni, piegatura, laser, saldatura, assemblaggio, cesoiatura, spazzolatura, taglio, punzonatura, stampaggio, pannellatura, innovazione, realizzazioni, arsego, piovego, piegatrice, giorgio, pertiche, ton, campo, idraulica, industria, reparto, altezza, taglio laser, saldatura spazzolatura, arsego giorgio, giorgio pertiche, idraulica ton;True;it, en, de;;;;https://www.youtube.com/watch?v=RsppMXbjGlI&t=6s;;
02116280286;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;30/01/1998;OLSAR S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/5742156;LAVORAZIONI MECCANICHE IN GENERE - CARPENTERIA LEGGERA. (DAL 29.02.88);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE I STRADA, 15/19, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.olsar.it/;olsar, lavorazioni, piegatura, laser, saldatura, assemblaggio, cesoiatura, spazzolatura, taglio, punzonatura, stampaggio, pannellatura, innovazione, realizzazioni, arsego, piovego, piegatrice, giorgio, pertiche, ton, campo, idraulica, industria, reparto, altezza, taglio laser, saldatura spazzolatura, arsego giorgio, giorgio pertiche, idraulica ton;True;it, en, de;;;;https://www.youtube.com/watch?v=RsppMXbjGlI&t=6s;;
02116280286;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;27/01/2020;OLSAR S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;;25.62;Industrie meccaniche, metallurgiche ed elettroniche;;https://www.olsar.it/;olsar, lavorazioni, piegatura, laser, saldatura, assemblaggio, cesoiatura, spazzolatura, taglio, punzonatura, stampaggio, pannellatura, innovazione, realizzazioni, arsego, piovego, piegatrice, giorgio, pertiche, ton, campo, idraulica, industria, reparto, altezza, taglio laser, saldatura spazzolatura, arsego giorgio, giorgio pertiche, idraulica ton;True;it, en, de;;;;https://www.youtube.com/watch?v=RsppMXbjGlI&t=6s;;
00293630281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;01/09/1971;OMAS S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;50-249;049/9330297;FABBRICAZIONE, RIPARAZIONE, MANUTENZIONE DI MACCHINARI PER L'AGRICOLTURA, LA ZOOTECNICA, FABBRICAZIONE DI MACCHINARI PER L'INDUSTRIA ALIMENTARE, DELLE BEVANDE E DEL TABACCO COMPRESI PARTI E ACCESSORI;28.30.9;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE SECONDA STRADA, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;https://omasindustries.com/;omas, island, republic, united, french, case, history, padova, prodotti, south, ter, reggio, nevis, virgin, american, macinazione, produits, stockage, service, nettoyage, stoccaggio, horizontale, seconda, fornace, strada, case history, systeme mouillage, seconda strada, giorgio pertiche, fornace seconda;True;fr, it, pt, en, es;https://www.facebook.com/Omas.Industries/;;http://www.linkedin.com/company/omas-srl;;;
00293630281;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;22/10/2002;OMAS S.R.L.;35011;CAMPODARSEGO;50-249;;;28.30.9;Industrie meccaniche, metallurgiche ed elettroniche;VIA FRATTINA, 34/A, 35011 CAMPODARSEGO PD;https://omasindustries.com/;omas, island, republic, french, united, case, history, padova, prodotti, south, nevis, virgin, american, reggio, ter, macinazione, service, produits, stoccaggio, stockage, arsego, giorgio, pulitura, room, pertiche, case history, arsego giorgio, giorgio pertiche, fornace seconda, seconda strada;True;fr, it, pt, en, es;https://www.facebook.com/Omas.Industries/;;http://www.linkedin.com/company/omas-srl;;;
00293630281;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2016;OMAS S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;50-249;;LAVORI DI MECCANICA GENERALE (LAVORAZIONE LAMIERA CONTO TERZI E CONTO PROPRIO). (DAL 01/01/2016);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA VICINALE G. MOMI, 2/A, 35010 SAN GIORGIO DELLE PERTICHE PD;https://omasindustries.com/;omas, island, republic, french, united, case, history, south, ter, american, padova, virgin, reggio, nevis, prodotti, produits, stockage, macinazione, horizontale, service, africa, mouture, america, plansichter, saudi, case history, pitcairn island, carbonia iglesias, medio campidano, wallis futana;True;fr, it, pt, en, es;https://www.facebook.com/Omas.Industries/;;http://www.linkedin.com/company/omas-srl;;;
00293630281;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2019;OMAS S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;50-249;;;28.30.9;Industrie meccaniche, metallurgiche ed elettroniche;VIA G. MOMI, 8, 35010 SAN GIORGIO DELLE PERTICHE PD;https://omasindustries.com/;omas, island, republic, french, case, united, history, prodotti, padova, macinazione, south, reggio, virgin, ter, american, nevis, service, stoccaggio, pulitura, giorgio, room, fornace, strada, pertiche, toggle, case history, seconda strada, giorgio pertiche, arsego giorgio, fornace seconda;True;fr, it, pt, en, es, ca;https://www.facebook.com/Omas.Industries/;;http://www.linkedin.com/company/omas-srl;;;
04456290289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;16/02/2010;OMT BONETTO S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;FABBRICAZIONE DI BULLONERIA, VITERIA E DERIVATI DELLA LAVORAZIONE DEL FILO;25.94;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE I STRADA, 5, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.omttech.com/;produzione, ambienti, omt, bonetto, por, padova, precisione, meccanica, pi, human, letto, strada, giorgio, pertiche, field, invia, footer, recaptcha, blank, arsego, cognome, leave, lingua, fornace, contact, omt bonetto, meccanica precisione, fornace strada, leave field, arsego giorgio;True;it;;;;;;
01311730285;SEDE;SOCIETA' IN NOME COLLETTIVO;;19/12/1986;O.M.T. S.N.C. DI BONETTO MARCO & FEDERICO;35010;SAN GIORGIO DELLE PERTICHE;10-49;;PRODUZIONE DI PARTI MECCANICHE, LAVORAZIONE DI METALLI E PARTI MECCANICHE, ATTIVITA' DI TORNERIA AUTOMATICA, LAVORAZIONE MINUTERIA TORNITA E STAMPATA, FABBRICAZIONE DI BULLONERIA, VITERIA E DERIVATI DELLA LAVORAZIONE DEL FILO (DAL 13/11/2004);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA FORNACE I STRADA, 5, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04264510282;SEDE;IMPRESA INDIVIDUALE;;10/03/2008;OSTO EVELINA;35010;SAN GIORGIO DELLE PERTICHE;0-2;338/9475148; FINISSAGGIO DEI TESSILI, ORLATURA E FINITURA CAPI DI ABBIGLIAMENTO (DAL 15.01.2008);13.3;Industrie tessili e di abbigliamento;VIA ANCONETTA, 56, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03662390289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/09/2001;PAINT S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;10-49;;VERNICIATURA A POLVERI TERMOINDURENTI EPOSSIDICHE DI METALLI, LAVORAZIONE PER CONTO DI TERZI  (DAL 24.09.2001);25.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA VICINALE GIOVANNA MOMI, 5, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03662390289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/10/2017;PAINT S.R.L.;35010;VILLA DEL CONTE;10-49;;;25.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA DELL'ARTIGIANATO II, 17, 35010 VILLA DEL CONTE PD;;;;;;;;;;
04383660281;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/04/2009;PANIFICIO BORSATO DI BORSATO MARIO  &  C. S.N.C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PANIFICIO (DAL 19/04/2009);10.71.1;Industrie alimentari, delle bevande e del tabacco;VIA ROMA, 306, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00475430286;SEDE;SOCIETA' IN NOME COLLETTIVO;;30/07/1975;PANIFICIO MARZARO DI MARZARO PEDROS E C. S.N.C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742017;PANIFICIO (DAL 24.7.1975), COMMERCIO AL MINUTO DI PASTICCERIA (DAL 19.12.1980), COMMERCIO AMBULANTE DI ALIMENTARI (DAL 20.01.98);10.71;Industrie alimentari, delle bevande e del tabacco;VIA ROMA, 337, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03652150289;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;18/07/2001;PANTOFOLIFICIO ROSY DI BONALDO ROSA E C. S.A.S.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PRODUZIONE PANTOFOLE (DAL 01.07.2001);15.2;Industrie tessili e di abbigliamento;VIA DELLA RIMEMBRANZA, 16, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04739210286;SEDE;SOCIETA' IN NOME COLLETTIVO;;03/06/2013;PASQUALON STAMPI S.N.C. DI PASQUALON ADRIANO E FIGLI;35010;SAN GIORGIO DELLE PERTICHE;0-2;;FABBRICAZIONE E RIPARAZIONE DI MODELLI E STAMPI PER LA FABBRICAZIONE DEGLI IMBALLAGGI IN POLISTIROLO ESPANSO;25.73.12;Industrie meccaniche, metallurgiche ed elettroniche;VIA VICINALE GIOVANNA MOMI, 16, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03513770283;SEDE;IMPRESA INDIVIDUALE;;08/03/2000;PEGGION EMILIO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5747359; MONTAGGIO - MANUTENZIONE MOLINI (DAL 3/3/2000).;28.93;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 193, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00140920281;SEDE;IMPRESA INDIVIDUALE;;17/04/1962;PETRIN ANTONIO;35010;SAN GIORGIO DELLE PERTICHE;10-49;0495747070;ATTIVITA': SEGHERIA E CONFEZIONE IMBALLAGGI (DAL 10/10/1961).;16.1;Industrie del legno, dell'arredo e della carta;;;;;;;;;;;
04406920282;SEDE;IMPRESA INDIVIDUALE;;02/09/2009;PILLI RENATO PREFABBRICATI;35010;SAN GIORGIO DELLE PERTICHE;0-2;; PREPARAZIONE DI STAMPI E DI CASSERI PER GETTO DI IMPASTO IN CALCESTRUZZO CON SUCCESSIVO DISARMO E FINITURA CON STUCCATURA DI LASTRE PER DAVANZALI E PORTE;23.61;Industrie meccaniche, metallurgiche ed elettroniche;VIA LARDONA, 47, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04301520278;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;30/10/2017;PROFILO ITALIA SRL;35010;SAN GIORGIO DELLE PERTICHE;;; FABBRICAZIONE DI MOBILI (30/10/2017);31;Industrie del legno, dell'arredo e della carta;VIA LARDONA, 35, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.profiloitalia.it/;contract, profilo, arredamento, arredo, offerta, progetti, misura, bizen, digital, singoli, realizziamo, casa, materiali, settore, chiavi, mano, aspetti, occupiamo, migliori, nicola, sogni, arredi, realizzazioni, filosofia, collaboratori, digital bizen, chiavi mano, arredo casa, offerta chiavi, materiali migliori;True;it, en;;;;;;
05019110286;SEDE;IMPRESA INDIVIDUALE;;07/12/2016;R.A.C. ROSSO ASSEMBLAGGI CARPENTERIA DI ROSSO MAURIZIO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE METALLICHE;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA BREGATEI, 24/B, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05019110286;UL;IMPRESA INDIVIDUALE;;01/03/2019;R.A.C. ROSSO ASSEMBLAGGI CARPENTERIA DI ROSSO MAURIZIO;35010;SAN GIORGIO DELLE PERTICHE;0-2;;FABBRICAZIONE DI STRUTTURE METALLICHE E PARTI ASSEMBLATE DI STRUTTURE (DAL 01.03.2019);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA PRAARIE, 13/B, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03710920285;SEDE;SOCIETA' IN NOME COLLETTIVO;;18/03/2002;RIZZO LEGNAMI S.N.C. DI DEMO ANDREA & C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;LAVORAZIONE LEGNO IN GENERE E REALIZZAZIONE COPERTURE IN LEGNO (DAL 01.03.2002);16.1;Industrie del legno, dell'arredo e della carta;VIA ROMA, 242, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05041550285;SEDE;IMPRESA INDIVIDUALE;;24/02/2017;RIZZOLO FEDERICA;35010;SAN GIORGIO DELLE PERTICHE;0-2;;MANUTENZIONE, RIPARAZIONE E MODIFICA DI MACCHINARI E IMPIANTI INDUSTRIALI, MONTAGGI DI ATTREZZATURE INDUSTRIALI (DAL 15/10/2018);33.12.99;Industrie meccaniche, metallurgiche ed elettroniche;VIA PIOVEGO, 75, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
00140740283;SEDE;IMPRESA INDIVIDUALE;;07/11/1969;S. P. D. DI LAGO DOMIZIANA;35010;SAN GIORGIO DELLE PERTICHE;3-9;0495747179;ATTIVITA': PRODUZIONE IMBALLAGGI SEGHERIA PRODUZIONE TRUCIOLI;16;Industrie del legno, dell'arredo e della carta;VIA CANONICA, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05450210280;SEDE;IMPRESA INDIVIDUALE;;11/04/2022;SABRINA BEDIN ATELIER;35010;SAN GIORGIO DELLE PERTICHE;;;ATTIVITA' DI SARTORIA E CONFEZIONAMENTO DI CAPI DI ABBIGLIAMENTO SU MISURA (DAL 04/04/2022);14.13.2;Industrie tessili e di abbigliamento;VIA DELLA REPUBBLICA, 1, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
01435970288;SEDE;SOCIETA' IN NOME COLLETTIVO;;01/04/1993;SADE S.N.C. DI EDOARDO ED ENRICO SANTINON;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/9344011;LAVORAZIONE DI METALLI PREZIOSI (DAL 01.12.1993);32.12.1;Altre industrie manifatturiere;VIA PRAARIE, 16, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04761220286;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;03/10/2013;SAL3 S.A.S. DI SALVIATO GASTONE E C.;35010;SAN GIORGIO DELLE PERTICHE;3-9;;PRODUZIONE E LAVORAZIONE DI SCOPE, SPAZZOLE E ARTICOLI PER LA PULIZIA INDUSTRIALE E DELLA CASA PER CONTO PROPRIO E CONTO TERZI;32.91;Altre industrie manifatturiere;VIA PUGNALIN, 2, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04761220286;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;05/04/2016;SAL3 S.A.S. DI SALVIATO GASTONE E C.;35010;VILLA DEL CONTE;3-9;;PRODUZIONE E LAVORAZIONE DI SCOPE, SPAZZOLE E ARTICOLI PER LA PULIZIA INDUSTRIALE E DELLA CASA PER CONTO PROPRIO E CONTO TERZI (DAL 05/04/2016);32.91;Altre industrie manifatturiere;VIA DELL'ARTIGIANATO, 9, 35010 VILLA DEL CONTE PD;;;;;;;;;;
01177010285;SEDE;IMPRESA INDIVIDUALE;;29/03/1984;SALMASO ALDO;35010;SAN GIORGIO DELLE PERTICHE;0-2;049/5742490;ASSEMBLAGGIO COMPONENTI ELETTRICI (DAL 28/04/1998).;27.90.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA BROSE, 13, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
02008850287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;26/11/1985;SALMEC SRL;35010;SAN GIORGIO DELLE PERTICHE;10-49;049/5741073;FABBRICAZIONI DI MACCHINE E ATTREZZATURE PER IMPIANTI DI AUTOMAZIONE PER LA MOVIMENTAZIONE DELLE MERCI CERTIFICATO ISO 9001 : 2015 RILASCIATO DA TUV NORD CERT GMBH NUMERO REGISTRAZIONE DEL CERTIFICATO 44 100 16410006 VALIDO DAL 15.09.2018 AL 01.02.2021;28.22.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA KENNEDY, 36, 35010 SAN GIORGIO DELLE PERTICHE PD;https://www.salmec.it/;trasportatori, macchine, salmec, nastro, carpenteria, trasportatore, progetti, catena, speciali, leggera, alimentare, vision, preventivi, settore, profilo, archivi, rulli, dimensionale, controllo, automazione, manipolatori, giorgio, pertiche, fitzgerald, meta, macchine speciali, carpenteria leggera, trasportatori nastro, trasportatori catena, macchine settore;True;it, en;;;;https://www.youtube.com/user/salmec1;;
05296210288;SEDE;IMPRESA INDIVIDUALE;;12/06/2020;SAPORI E FANTASIA DI BEVILAQUA ERICA;35010;SAN GIORGIO DELLE PERTICHE;0-2;;PRODUZIONE E RELATIVA VENDITA DI GASTRONOMIA E PASTA FRESCA;10.73;Industrie alimentari, delle bevande e del tabacco;VIA GIOVANNI DA CAVINO, 70/B, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
